,AGO,ALB,AND,ANT,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,YEM,YUG,ZAF,ZMB,ZWE
SWE,0,0,0,0,8,66,24,510,368,0,0,568,2,0,28,56,0,0,0,18,0,0,2,170,0,0,0,6,0,706,650,40,290,0,8,0,2,0,24,0,0,18,4,4,268,2194,0,1242,0,2,6,12,8,656,180,56,1222,0,1400,0,2,2382,8,0,0,0,8,0,202,0,0,2,0,0,12,34,0,226,4,100,134,18,4,110,140,1100,2,2,720,2,28,0,0,0,46,8,0,4,0,0,2,12,2,124,12,66,4,0,0,0,0,64,0,22,0,0,2,0,4,0,0,0,2,6,0,0,0,6,10,1022,918,2,98,0,8,0,4,8,0,0,560,0,220,2,0,0,62,958,0,20,8,0,30,0,0,0,0,0,0,0,0,142,124,0,0,0,0,0,0,26,0,0,0,0,0,24,32,42,6,74,30,4076,2,0,0,18,36,2,2,28,82,6,12
SWZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,2,0,0,0,10,0,4,0,0,0,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,2,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2
THA,0,0,0,0,0,4,0,136,34,0,0,20,0,0,2,0,0,0,0,2,0,0,2,14,0,4,0,0,2,52,38,8,46,6,2,0,0,0,4,0,0,0,4,0,6,54,0,12,4,0,0,10,0,6,0,0,16,0,58,0,0,220,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,12,42,0,0,0,0,14,14,0,0,326,2,10,0,0,0,26,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,2,38,0,0,0,0,0,58,4,8,10,0,6,2,4,30,0,2,10,0,4,0,0,0,2,4,0,0,0,2,24,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,4,16,2,4,0,0,474,0,0,0,4,24,0,0,0,10,0,6
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
TTO,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,24,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,4,2,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,28,0,0,0,0,0,0,0,0,2,0,0
TUN,0,0,0,0,0,0,0,4,4,0,0,28,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,12,0,4,0,16,0,0,2,0,440,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,14,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,58,0,0,0,0,0,0,2,0,6,0,0
TUR,0,0,0,0,2,6,4,28,36,34,0,28,0,0,2,14,2,0,0,2,0,0,0,28,2,0,0,0,0,98,58,6,12,0,0,0,0,0,2,0,0,0,0,2,16,264,0,24,0,8,0,6,0,50,6,0,18,0,136,0,0,490,2,0,0,0,0,0,18,0,0,0,0,0,0,8,0,8,2,12,2,16,0,0,70,142,0,4,104,0,0,2,0,0,12,4,0,2,6,0,0,2,0,4,0,4,2,0,4,0,0,12,0,4,0,4,0,0,2,0,0,0,0,28,0,0,0,0,0,62,10,0,0,6,16,0,2,4,0,0,34,0,12,0,0,2,20,62,0,10,0,0,8,0,0,0,0,0,0,0,0,4,4,24,0,0,0,0,0,4,0,0,0,0,6,0,10,0,0,54,4,934,4,0,0,2,0,0,0,6,16,0,0
TWN,0,0,0,0,2,6,6,106,6,0,0,14,0,0,2,58,0,0,0,0,0,0,0,14,0,0,0,0,0,188,136,4,498,0,0,0,0,0,2,0,0,0,0,58,10,260,0,16,0,0,0,4,0,122,0,0,76,0,170,0,0,212,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,64,2,142,4,8,0,4,32,142,0,4,422,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,84,4,0,16,0,4,0,0,10,0,0,18,0,18,0,0,0,72,180,0,0,0,2,52,0,0,0,0,0,0,0,0,10,6,32,0,0,0,0,0,16,0,0,0,0,0,10,0,0,0,24,2,2344,0,0,0,0,8,0,0,0,14,0,0
TZA,0,0,0,0,0,0,0,2,4,0,0,8,0,2,4,0,0,0,0,0,0,0,0,4,0,0,0,2,0,20,32,0,2,0,0,0,0,0,2,0,0,0,0,0,0,24,0,36,0,0,4,0,0,22,0,2,2,0,12,0,0,110,0,4,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,4,16,0,0,10,0,20,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,2,0,34,28,0,2,0,0,0,0,2,0,2,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,2,0,0,0,6,0,0,0,0,4,0,0,60,0,0,0,0,2,0,2,0,4,2,10
UGA,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,6,8,0,0,6,2,2,4,0,2,0,0,2,0,0,0,18,0,8,0,0,0,0,0,0,0,0,6,0,10,0,0,74,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0
UKR,0,2,0,0,0,16,10,28,92,0,0,58,0,0,0,30,0,0,0,38,0,0,0,46,0,0,0,0,0,56,82,16,32,0,0,0,0,0,2,0,0,2,0,2,98,672,0,44,0,0,0,2,0,82,6,0,68,0,250,0,0,294,6,0,0,0,0,0,64,0,0,0,0,0,0,10,0,30,0,12,2,8,0,0,74,144,0,0,120,10,4,0,0,0,30,0,0,0,0,0,0,0,0,6,0,20,0,0,20,0,0,46,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,20,0,0,0,2,0,0,0,0,0,484,0,14,0,0,0,12,696,0,2,0,0,2,0,0,0,0,0,0,0,0,34,16,74,0,0,0,0,0,0,2,0,0,0,0,54,24,0,0,0,2,570,8,0,0,2,0,0,0,6,22,0,0
URY,0,0,0,0,0,80,0,4,6,0,0,6,0,0,0,4,0,0,0,2,0,0,2,78,0,0,0,0,0,14,6,20,2,0,0,0,0,0,6,0,0,2,0,0,6,18,0,4,0,0,4,0,0,50,2,0,2,0,56,0,0,34,0,0,0,0,0,0,8,0,0,2,0,0,0,2,0,4,0,0,6,0,0,2,0,30,2,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,2,0,0,0,2,0,0,0,6,0,8,8,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,30,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,2,0,128,0,0,0,12,0,0,0,2,0,0,0
USA,2,4,0,8,76,1222,98,5320,2064,10,0,2644,4,14,136,334,6,6,12,114,4,30,44,3134,20,10,0,22,4,14048,5088,794,5020,50,50,8,4,0,340,0,2,134,56,110,868,16728,4,2568,56,12,104,524,2,4494,94,60,2170,4,10620,10,10,17142,54,62,2,20,4,0,1122,6,4,72,0,10,26,226,12,1492,194,2262,516,136,4,144,4186,8352,48,112,12650,32,254,12,6,4,3872,76,2,94,8,0,6,42,2,116,14,60,96,16,26,34,0,1856,2,30,24,4,4,22,4,12,0,6,50,112,10,10,12,136,18,5612,1350,74,1108,24,118,108,178,190,6,30,2216,0,762,14,6,4,384,4336,6,230,12,42,680,0,4,16,0,0,2,0,2,352,334,4076,0,14,28,2,4,474,4,0,0,28,58,934,2344,60,112,570,128,0,32,4,0,298,70,0,10,152,974,30,104
UZB,0,0,0,0,0,6,0,2,0,0,2,10,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,8,0,0,24,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,56,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,8,0,32,0,0,0,0,0,0,0,0,2,0,0
VAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,0,2,32,0,12,8,0,0,8,0,0,4,0,0,0,0,0,0,0,2,64,0,0,0,0,0,26,8,24,4,0,0,0,0,0,38,0,0,6,10,2,2,56,0,4,4,0,2,0,0,102,2,0,8,0,138,0,0,96,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,8,0,2,0,0,8,58,0,0,12,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,2,4,2,0,0,8,0,0,0,0,0,8,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,12,298,0,0,0,0,0,0,0,10,4,0,0
VNM,0,0,0,0,0,0,0,30,0,0,0,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,18,0,0,0,0,0,0,0,0,0,0,0,6,50,0,2,0,0,0,2,0,0,0,0,2,0,104,0,0,72,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,6,12,10,0,0,0,0,2,10,2,0,86,0,6,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,32,0,0,2,0,4,0,2,2,0,0,6,0,2,0,0,0,4,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,24,0,0,0,0,0,0,8,2,0,0,0,70,0,0,0,0,0,0,0,0,2,0,0
VUT,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,2,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
YUG,0,0,0,0,2,0,0,16,22,0,0,24,0,0,0,10,0,0,8,8,0,0,0,14,0,0,0,0,0,22,14,2,2,0,0,0,0,0,2,0,0,0,0,4,10,116,0,4,0,0,0,0,0,24,4,0,10,0,52,0,0,80,2,0,0,0,0,0,28,0,0,0,0,0,0,6,0,20,0,4,4,4,0,2,8,58,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,4,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,6,2,0,0,0,0,0,0,12,0,8,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,28,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,2,152,0,0,0,10,0,0,0,0,6,0,0
ZAF,2,0,0,0,2,18,2,276,60,0,0,110,2,4,0,10,0,2,0,0,0,0,0,36,0,0,0,6,2,186,98,20,66,8,8,0,8,0,8,0,2,2,2,2,8,362,0,56,2,0,2,6,0,72,2,8,36,0,224,0,0,724,0,4,0,4,0,0,24,0,0,2,0,0,0,10,0,28,4,54,20,4,0,0,60,108,0,0,94,2,22,0,0,0,14,2,0,2,0,0,0,0,0,4,0,0,10,0,0,2,0,30,0,0,2,2,0,0,8,2,0,0,6,8,2,0,2,16,0,152,28,0,70,14,6,4,8,8,0,0,38,0,12,0,0,0,4,68,0,20,2,6,14,0,0,0,0,0,0,0,0,10,8,82,4,0,2,2,0,10,0,0,0,2,6,16,14,4,0,22,0,974,2,0,0,4,2,0,0,6,0,14,46
ZMB,0,0,0,0,0,0,0,2,8,0,0,12,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,8,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,14,0,8
ZWE,2,0,0,0,0,2,0,16,2,0,0,20,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,20,14,0,4,6,4,2,0,0,0,0,2,0,0,0,6,20,0,8,0,0,0,2,0,0,0,4,0,0,22,0,0,84,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,8,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,6,0,8,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,12,2,0,0,0,2,6,0,0,0,0,0,0,0,10,0,0,0,104,0,0,0,0,0,0,0,0,46,8,0
