,ABW,AFG,AGO,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TGO,THA,TJK,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
PAN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
PER,0,0,0,0,0,0,0,12,0,0,5,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,6,2,7,6,1,8,0,0,11,0,0,0,0,0,1,3,2,0,0,0,0,0,19,1,0,1,0,5,0,0,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,2,1,2,1,0,2,4,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,9,4,0,2,0,1,0,0,1,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,44,0,0,0,2,1,0,0,0,0,3,0,0
PHL,0,0,0,0,0,0,0,0,0,0,27,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,3,1,29,1,0,0,0,4,0,1,0,0,0,0,9,4,0,0,0,0,0,5,1,3,0,0,5,0,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,7,2,0,0,1,1,6,0,2,16,1,2,0,2,0,0,9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,7,1,0,0,1,0,5,3,0,1,1,1,0,1,0,0,1,2,0,0,1,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,1,2,1,0,0,0,78,0,0,0,2,3,0,0,0,0,3,0,0
PNG,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
POL,0,0,0,1,0,0,1,5,0,0,21,18,0,0,30,0,1,0,3,0,0,0,0,0,0,0,10,0,0,0,1,0,28,29,6,18,0,0,0,1,2,0,0,0,0,1,32,77,11,0,0,2,0,0,38,7,1,21,0,36,0,0,127,1,0,0,0,0,7,0,0,1,0,0,0,16,0,23,1,2,7,2,1,3,7,44,0,0,6,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,11,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,1,0,0,2,0,38,15,0,4,1,0,0,4,1,0,0,21,0,0,0,13,20,0,1,0,0,2,0,0,0,0,0,5,0,24,9,22,0,0,0,0,0,2,0,0,2,12,3,0,1,4,0,147,0,0,0,0,0,0,0,0,0,8,0,0
PRT,0,0,2,2,0,0,1,7,0,0,36,22,0,0,42,0,0,0,5,0,0,0,0,0,0,1,101,0,0,0,0,0,43,16,8,25,0,0,0,0,9,1,0,1,0,3,4,56,25,0,1,0,0,0,170,11,0,17,0,86,0,0,206,0,0,0,1,0,18,0,0,0,0,0,0,9,0,7,1,7,13,4,4,2,18,63,0,0,13,0,0,2,0,0,0,7,1,0,5,0,0,0,2,0,8,4,1,1,0,0,1,11,0,0,4,0,0,0,3,0,0,0,5,0,0,0,5,0,59,17,1,13,0,2,0,3,2,0,21,0,0,0,0,16,2,0,1,0,0,3,0,0,0,0,0,4,0,7,8,18,0,0,0,0,0,0,0,0,1,12,1,0,1,0,0,240,0,0,0,2,1,0,0,0,0,6,0,0
PRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
QAT,0,0,0,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,0,3,0,1,0,0,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,7,0,1,2,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,3,1,0,1,0,0,0,45,0,0,0,0,0,0,0,0,0,2,0,0
ROU,0,0,0,3,0,0,0,0,0,0,9,11,0,0,23,0,0,1,16,0,0,2,1,0,0,0,8,0,0,0,0,0,7,13,2,10,0,1,0,0,7,0,0,0,0,3,9,44,6,0,3,0,2,0,36,9,1,3,0,48,0,0,49,1,0,0,0,0,9,0,0,0,0,0,0,6,0,19,0,9,6,3,5,3,10,27,0,0,9,0,1,0,0,0,0,1,1,0,7,0,0,0,0,0,3,1,1,3,12,0,0,7,3,0,2,0,0,0,0,0,0,0,5,1,0,0,4,0,19,1,0,5,1,2,0,1,1,0,13,16,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,6,0,5,9,9,0,0,0,0,0,3,0,0,1,9,0,0,0,2,0,56,0,0,0,0,1,0,0,0,0,7,0,0
RUS,0,0,0,0,0,0,1,1,1,0,14,8,0,0,12,0,0,0,3,0,0,0,1,0,0,0,6,0,0,0,0,0,41,17,2,16,1,0,0,0,1,0,0,0,0,0,11,48,5,0,0,0,0,0,14,5,0,15,0,27,0,0,88,0,1,0,0,0,3,0,0,1,0,0,0,0,0,3,1,6,6,2,0,1,13,23,13,0,10,7,0,2,0,0,0,4,2,0,1,0,0,0,0,0,8,0,2,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,26,16,0,5,0,2,0,1,1,0,20,2,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,16,0,0,0,0,0,2,1,13,0,5,4,0,0,7,0,119,0,0,0,0,0,0,0,0,0,4,1,0
RWA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0
SAU,0,0,0,0,0,0,9,0,0,0,33,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,16,34,0,8,0,0,0,0,0,0,0,0,0,0,14,48,2,0,1,0,47,0,10,0,0,2,0,22,0,0,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,1,2,1,0,6,0,33,1,1,0,0,0,0,0,1,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,39,0,0,0,1,0,28,2,0,1,0,13,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,14,2,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,29,0,0
SDN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,1,0
SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0
SGP,0,0,0,0,0,0,2,2,0,0,156,3,0,0,16,0,0,8,0,2,0,0,0,0,2,0,21,0,1,0,1,0,98,17,2,225,0,0,0,0,2,0,10,0,0,1,0,51,8,0,0,0,1,0,8,1,0,3,0,54,0,0,193,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,4,25,1,3,2,0,10,12,0,1,35,0,0,0,0,0,0,39,3,0,1,0,0,0,4,0,2,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,38,0,0,0,0,0,42,5,0,32,0,4,0,0,16,0,2,3,0,1,0,2,4,0,3,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,13,0,0,0,5,31,2,1,0,0,445,0,0,0,0,2,0,0,0,0,3,0,0
SLB,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SOM,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
SRB,0,0,0,3,0,0,0,1,0,0,7,5,0,0,7,0,0,0,6,0,0,9,0,0,0,0,1,0,0,0,0,0,2,5,1,5,0,0,0,0,1,0,0,1,0,0,2,12,2,0,0,0,0,0,10,2,0,3,0,8,0,0,26,0,0,0,0,0,6,0,0,1,0,0,0,12,0,5,0,1,2,2,0,1,1,11,0,0,3,1,0,0,0,0,0,2,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,3,7,0,1,0,4,0,0,0,0,0,1,0,0,0,1,0,4,2,0,3,0,0,0,2,0,0,5,4,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,17,0,0,0,0,1,0,0,1,0,3,0,0
SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVK,0,0,0,0,0,0,0,1,0,0,4,9,0,0,8,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,3,1,0,0,0,0,0,0,0,0,0,3,82,8,8,0,0,1,0,0,10,3,0,6,0,9,0,0,34,0,0,0,0,0,5,0,0,0,0,0,0,10,0,15,0,1,3,1,0,1,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,1,0,0,0,2,0,0,24,7,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0
SVN,0,0,0,0,0,0,0,0,0,0,12,15,0,0,13,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,5,4,0,3,0,0,0,0,1,0,0,0,0,2,6,24,9,0,0,0,0,0,13,9,0,8,0,14,0,0,36,0,0,0,0,0,5,0,0,0,0,0,0,19,0,14,0,2,11,0,0,1,7,19,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,5,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,15,8,0,1,0,1,0,0,0,0,9,8,0,0,0,9,2,0,0,0,0,1,0,0,0,0,0,13,0,6,0,10,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,41,0,0,0,0,1,0,0,1,0,0,0,0
SWE,0,4,0,0,0,1,3,6,0,0,139,56,0,0,82,0,1,2,5,0,0,1,0,0,0,0,24,0,0,0,1,0,114,76,6,65,0,1,0,0,5,0,0,0,0,3,26,243,153,0,0,0,2,1,57,19,4,148,0,78,0,0,422,0,5,0,0,0,15,0,0,0,0,0,0,4,0,15,2,22,22,5,2,14,15,98,1,2,19,1,10,0,2,0,0,8,0,1,0,0,0,0,3,0,2,2,7,0,1,0,0,6,0,0,3,0,0,0,0,0,0,0,4,0,0,1,2,0,151,188,0,31,0,3,0,1,1,0,22,18,0,0,1,9,16,2,4,1,0,8,1,0,0,0,1,1,0,3,10,0,0,1,0,0,0,5,0,1,1,13,5,6,1,0,0,506,0,0,0,1,2,0,0,0,0,47,1,3
SWZ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,1
SYC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
THA,0,0,0,0,0,0,0,0,0,0,39,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,5,0,21,2,1,0,0,3,0,0,0,0,0,1,5,2,0,0,0,0,0,3,0,1,2,0,10,0,0,54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,32,4,9,0,0,2,8,0,2,22,0,3,0,2,0,0,8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,38,1,0,0,3,0,11,4,0,7,1,4,0,1,9,0,2,0,0,0,1,3,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,93,0,0,0,0,5,0,0,0,0,8,0,1
TJK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
